Eng,Rus 
Debit,"['debit', 'дебетование', 'дебетовать', 'дебит', 'дебетовые', 'дебета', 'дебетной', 'дебитных', 'платежной', 'дебитовые', 'списания', 'списать', 'дебитование']"
Intensification,"['интенсификация', 'активизация', 'усиление', 'обострение', 'углубление', 'активизировать', 'активизации', 'нагнетении', 'интенсификации', 'активизацию', 'интенсификацию', 'активизацией', 'усиления', 'интенсификацией', 'усилению', 'усилением', 'обострения', 'углублению', 'обострением', 'углубления', 'углублении']"
Optimistic,"['оптимистичный', 'оптимизм', 'оптимистический', 'оптимист', 'оптимистично', 'оптимистические', 'оптимистом', 'надеется', 'жизнеутверждающим', 'оптимистичными', 'оптимистичным', 'оптимистическим', 'оптимистического', 'оптимизма', 'оптимистами', 'оптимизмом', 'оптимисты', 'надеемся', 'надеюсь']"
Routinely,"['регулярно', 'обычно', 'постоянно', 'как правило', 'повседневно', 'на регулярной основе', 'на постоянной основе', 'в рабочем порядке', 'в плановом порядке', 'рутинно', 'в обычном порядке', 'на текущей основе', 'обычным', 'на повседневной основе']"
Employs,"['работает', 'использует', 'занято', 'нанимает', 'трудятся', 'применяет', 'задействовано', 'трудоустраивает', 'работают', 'трудится', 'заняты', 'используют', 'используемых', 'использующий', 'занята', 'занятых', 'нанимают', 'применяют', 'задействованы', 'трудоустроено', 'применяемые', 'наняла', 'нанял', 'работало', 'задействует']"
Jose,"['хосе', 'жозе', 'jose', 'хозе', 'джосе', 'хосе́']"
Meredith,"['мередит', 'меридит', 'мэридит', 'мэредит', 'мэрэдит', 'мередита', 'мередитом']"
Feast,"['праздник', 'пир', 'застолье', 'пиршество', 'пировать', 'банкет', 'угощение', 'день', 'празднество', 'памяти', 'праздничных', 'трапезы', 'полакомиться']"
Precautionary,"['предохранительный', 'осмотрительный', 'предосторожности', 'осторожного', 'предупредительные', 'превентивные', 'осторожности', 'принятия мер предосторожности', 'предусмотрительного', 'страховочная', 'предосторожного', 'острожный', 'принятия предупредительных мер']"
Derivative,"['производные', 'деривативов', 'деривативные', 'производных финансовых инструментов', 'производных', 'производное', 'производным', 'дериватив', 'деривативы', 'деривативных', 'деривативами', 'производный финансовый инструмент', 'деривативным']"
Duplicate,"['дублировать', 'дубликат', 'дублирование', 'дублирования', 'копию', 'дублирующие друг друга', 'дубли', 'дупликат', 'дубликатов', 'дубликата', 'дубликаты', 'дублирующих', 'дублирующие', 'дублируют', 'копии', 'дублирующих друг друга', 'копия', 'дублированием', 'дублированию', 'копией']"
Employ,"['использовать', 'применять', 'нанимать', 'задействовать', 'работать', 'работают', 'нанимают', 'занято', 'трудоустроить', 'трудятся', 'найма', 'используют', 'работает', 'используем', 'применяют', 'применяем', 'нанять', 'применить', 'использует', 'нанимаем', 'заняты', 'работающих', 'трудоустраивают', 'задействуют', 'задействованы', 'трудится', 'трудоустроены', 'задействовано', 'занимают', 'трудоустроит']"
Impeding,"['препятствующих', 'противодействия', 'мешающих', 'затрудняющих', 'воспрепятствование', 'препятствие', 'тормозят', 'препятствующие', 'препятствуя', 'препятствует', 'мешающие', 'воспрепятствования', 'затрудняя', 'мешают', 'затрудняющие', 'затрудняет', 'мешает', 'препятствием', 'тормозящие', 'противодействие', 'препятствий']"
Motel,"['мотель', 'motel', 'мотл', 'мотеле', 'мотеля', 'мотелем']"
Reactors,"['реакторов', 'реакторное', 'реакторы', 'реакторах', 'реакторами']"
Logs,"['журналы', 'бревен', 'логи', 'записи', 'регистрирует', 'поленья', 'дрова', 'входе', 'входит', 'регистрации', 'лагам', 'каротажа']"
Sponsoring,"['числу авторов', 'спонсоров', 'поручившееся', 'спонсирующих', 'спонсирование', 'поручитель', 'спонсорство', 'спонсорских', 'являющихся авторами', 'выступившие авторами', 'покровительствуя']"
Mahmoud,"['махмуд', 'махмуда', 'махмудом', 'махмуду']"
Bid,"['заявка', 'предложение', 'ставка', 'bid', 'тендер', 'бид', 'торгов', 'тендерное', 'предложенной', 'цену', 'заявочного', 'оферт', 'конкурсных', 'участие']"
Strasbourg,"['страсбург', 'страсбургский', 'страсбурге', 'страсбургской', 'страсбурского', 'страсбурга', 'страсбургского', 'страсбургская', 'страсбургом', 'страсбурский']"
Quote,"['цитата', 'предложение', 'котировка', 'quote', 'цитирование', 'цитирую', 'привести', 'указывайте', 'закавычим', 'словам', 'котируемой', 'кавычек', 'расценки', 'котирования']"
Warren,"['уоррен', 'warren', 'уорен', 'воррен', 'варрен', 'уоррена', 'уорреном', 'уоррену', 'уорена', 'уореном', 'воррена']"
Coil,"['змеевик', 'coil', 'спираль', 'виток', 'катушки', 'рулонов', 'теплообменником', 'рулонная', 'обмотки', 'спиральная', 'моток', 'пружин']"
Newborn,"['новорожденный', 'новорожденных', 'младенцев', 'неонатальной', 'ребенка', 'ньюборн', 'невборн', 'новорожденности', 'новорожденного', 'новорожденным', 'младенца', 'младенец', 'неонатального', 'младенцем', 'ребенок']"
Crystals,"['кристаллы', 'стразы', 'хрусталь', 'монокристаллов', 'кристаллов', 'кристаллами', 'кристаллах', 'стразами', 'страз']"
Probable,"['вероятность', 'вероятных', 'возможных', 'достаточные', 'высоковероятным', 'вероятные', 'вероятным', 'вероятной', 'вероятности', 'возможные', 'возможного', 'возможное']"
Ain't,"['не', 'не буду', 'не будет', 'не было', 'не будем']"
Toaster,"['тостер', 'морозилка', 'тостером', 'тостера', 'тостере']"
Armies,"['армии', 'войска', 'вооруженные силы', 'ополчениям', 'воинство', 'военнослужащими', 'армейских', 'полчища', 'армий', 'армиями', 'армия', 'войсками', 'войск', 'вооруженных сил', 'войско', 'вооруженными силами', 'ополчения', 'воинства', 'вооруженных силах', 'ополчение', 'ополчений']"
Excellence,"['excellence', 'превосходство', 'отличник', 'высокий профессионализм', 'высокий уровень', 'совершенству', 'передового опыта', 'мастерства', 'высокое качество', 'выдающиеся достижения', 'достижения', 'повышение качества', 'отличное качество', 'высокие достижения', 'превосходное качество', 'образцовые', 'безупречность', 'области', 'образцово-показательным']"
Finn,"['финн', 'фин', 'финна', 'финном', 'финну', 'фина', 'фину', 'фином']"
Mongolian,"['монгольский', 'монгольской', 'монголии', 'по-монгольски', 'монг', 'монгольских', 'монгольского', 'монголия']"
Nicosia,"['никосия', 'никосийский', 'никосии', 'никозии', 'никозия', 'никосийского', 'никосийским', 'никосию', 'никосийском', 'никосией']"
Processors,"['процессоров', 'переработчиков', 'обработчики', 'перерабатывающие предприятия', 'систем', 'перерабатывающих', 'микропроцессорах', 'процессоры', 'процессорами', 'процессорах', 'переработчики', 'переработчикам', 'переработчиками', 'обработчиков', 'перерабатывающих предприятий', 'обработчиками', 'обработчикам', 'системы', 'перерабатывающим предприятиям']"
Promotions,"['акции', 'продвижения', 'повышения', 'промоакции', 'промоушен', 'рекламе', 'поощрения', 'промо', 'промотирования', 'промоции', 'пропаганды', 'спецпредложения']"
Stack,"['стек', 'stack', 'стог', 'стэк', 'штабелировать', 'укладывать', 'складывать', 'стак', 'стопку', 'пачку', 'дымовых', 'стековой', 'штабеля', 'груду', 'суммируются', 'кипой', 'штабелирования']"
Fittings,"['фитинги', 'арматура', 'фурнитура', 'штуцеры', 'оборудование', 'резьбовые соединения', 'детали', 'соединения', 'элементы', 'фиттинги', 'примерки']"
Ratios,"['соотношения', 'коэффициенты', 'показатели', 'нормативы', 'доля', 'пропорции', 'передаточными числами', 'показатели соотношения числа', 'расценок', 'составляет']"
Billboard,"['billboard', 'рекламный щит', 'билборд', 'афиша', 'биллборд', 'чарте billboard', 'журнала billboard', 'места в чарте billboard', 'позиции в billboard', 'хит-парада billboard', 'строчки billboard', 'в американском billboard']"
Colonies,"['колонии', 'колонистов', 'колоний', 'колониях', 'колониями']"
Jeans,"['джинсы', 'jeans', 'джинсовой', 'джинсовка', 'джинсами', 'джинсов', 'джинсах', 'джинсовая', 'джинсовые', 'джинсовый']"
Endemic,"['эндемик', 'эндемичных', 'эндемических', 'эндемиком', 'эпидемических', 'распространенных', 'повальная', 'эндемии', 'пандемических', 'эндемические', 'эндемическими', 'эндемичной', 'эндемичными', 'эндемичные', 'эндемиками', 'эндемической', 'эндемики', 'эпидемические', 'эндемия']"
Lawrence,"['лоуренс', 'лоренс', 'lawrence', 'лаврентий', 'лаврентия', 'лоуренса', 'лоренса', 'лоуренсом', 'лоуренсу', 'лоренсом', 'лоренсу']"
Walt,"['уолт', 'walt', 'the walt', 'олт', 'волт', 'вальт', 'уолта', 'уолту', 'уолтом', 'волта']"
Discrepancies,"['расхождения', 'несоответствия', 'различия', 'разночтения', 'неточностей', 'нестыковки', 'несовпадения', 'несостыковки', 'расхождений', 'несоответствий', 'несоответствие', 'расхождениях', 'различий', 'разночтений', 'расхождение', 'несоответствиях', 'различиях', 'различиями', 'неточности']"
Interpreter,"['переводчик', 'интерпретатор', 'толкователь', 'устный', 'переводчица', 'переводчика', 'услуги переводчика', 'переводчиком', 'переводчику', 'интерпретатора', 'интерпретатором', 'толкователя', 'устного', 'толкователю', 'интерпретаторе', 'услугам переводчика', 'услугами переводчика', 'услуг переводчика', 'толкователем', 'переводчицей', 'устных']"
Streamlined,"['упорядоченной', 'рационализированы', 'оптимизированная', 'упрощенных', 'упорядочение', 'рационализации', 'обтекаемый', 'оптимизации', 'упростить', 'упрощение', 'отлаженные', 'рационализована', 'упорядоченности', 'совершенствования', 'при спрямленном']"
Lamb,"['агнец', 'баранина', 'lamb', 'ламб', 'овечка', 'ягнятина', 'лэм', 'ягненка', 'лэмб', 'бараньи', 'барашка', 'овечьей', 'лэмбом', 'ягненочек', 'лемб']"
Obesity,"['ожирение', 'тучность', 'избыточный вес', 'лишний вес', 'ожирения', 'ожирением', 'ожирении', 'тучности', 'тучностью', 'избыточного веса', 'избыточным весом']"
Slower,"['медленнее', 'более медленными', 'замедление', 'замедляется', 'ниже', 'медленными темпами', 'медленее', 'более низкие темпы', 'замедления', 'более медленным', 'медленней', 'более медленный', 'замедлению', 'замедлением', 'помедленнее', 'более медленного', 'замедлились', 'замедлился', 'медленно', 'замедлится']"
Graham,"['грэм', 'грэхем', 'graham', 'грэхэм', 'грэхам', 'грехем', 'грем', 'грехэм', 'грейам', 'грейама', 'грэма', 'грэмом', 'грэхема', 'грэму', 'грэхэма', 'грэхему', 'грехема', 'грэхэмом', 'грэхемом', 'грехэмом', 'грэхама', 'грэхэму']"
Low-cost,"['лоукост', 'недорогих', 'недорогостоящих', 'дешевого', 'низкозатратных', 'бюджетная', 'малозатратных', 'низкая стоимость', 'низкобюджетных', 'с низкими издержками', 'низким ценам', 'малобюджетные', 'низкими затратами', 'низкой себестоимости']"
Readily,"['легко', 'охотно', 'всегда', 'можно', 'доступ', 'с готовностью', 'готовы', 'могут', 'легкодоступных', 'легче', 'может', 'готовых', 'готова', 'готов', 'охотнее']"
Non-formal,"['неформального', 'неофициального', 'внешкольного', 'информального', 'неформальное', 'неформальных', 'неформальному', 'неофициальных', 'неофициальное', 'внешкольное', 'неофициальные', 'информальное', 'информальному']"
Pivotal,"['ключевую', 'центральную', 'важную', 'ведущую', 'решающую', 'основных', 'стержневую', 'имеет решающее значение', 'играет важнейшую роль', 'играет ключевую роль', 'имеет ключевое значение', 'играет решающую роль', 'сыграл ключевую роль', 'играет центральную роль', 'сыграла решающую роль', 'имеющих важнейшее значение']"
Stark,"['старк', 'stark', 'разительный', 'резко', 'штарк', 'суровым', 'старком', 'резкие', 'страк', 'суровая', 'суровой', 'суровые', 'резкое', 'резкий', 'разительно', 'разительным', 'резкая', 'разительными']"
Broadening,"['расширение', 'расширить', 'более широкое', 'уширение', 'расширения', 'расширению', 'расширении', 'расширяя', 'расширять', 'расширяет', 'более широкого', 'уширения', 'уширением']"
Compiling,"['составления', 'сбора', 'компиляции', 'подготовке', 'обобщения', 'составить', 'собирать', 'компилирования', 'обобщающий', 'компилировать', 'подборку', 'подготовить']"
Nigel,"['найджел', 'нигель', 'наджел', 'найджела', 'найджелом', 'найджелу']"
Compositions,"['композиции', 'составы', 'сочинения', 'структуре', 'композиций', 'композициях', 'составов', 'композициями', 'состав', 'состава', 'сочинений', 'сочинениях']"
Disappointed,"['разочарованы', 'расстроен', 'разочарование', 'огорчен', 'разачарован', 'разочарованно', 'разочарована', 'разочарован', 'разочаровал', 'расстроена', 'разочарования', 'расстроены', 'расстроенным', 'разочарованием', 'огорчены', 'огорчили']"
Lifted,"['отменены', 'сняты', 'поднял', 'отмены', 'подъем', 'снятия', 'рассеялся', 'приподнятый', 'вознес', 'подтянутой', 'приподнялась']"
Traps,"['ловушки', 'капканы', 'западни', 'уловителей', 'улавливает', 'сифоны', 'мышеловки', 'заманивает', 'силки', 'ловушек', 'ловушками', 'ловушках', 'капкан', 'капканов', 'капканами']"
Hermione,"['гермиона', 'эрмиона', 'гермионы', 'гермионе', 'гермиону', 'эрмиону', 'эрмионы', 'эрмионе']"
Romance,"['романтика', 'роман', 'romance', 'любовь', 'романтичность', 'романских', 'романтические', 'мелодрамы', 'любовные', 'романтизм']"
Personalities,"['личности', 'деятелей', 'лиц', 'персоналии', 'персональностей', 'характеры', 'индивидуальности', 'личностных', 'личностей', 'личностями', 'деятели', 'личностях', 'деятелями', 'деятелям', 'лица', 'лицами', 'персоналий', 'персональностями', 'персональности', 'характер', 'индивидуальностью', 'персоналиями', 'индивидуальность', 'персоналиях', 'персональностях']"
Initiating,"['инициирования', 'инициировать', 'начала', 'возбуждения', 'осуществления', 'приступить', 'инициатора', 'инициативу', 'возбуждать', 'выступает инициатором', 'инициации', 'развязывание', 'инициализации']"
Knives,"['ножи', 'найвс', 'найвз', 'кинжалы', 'скальпели', 'ножей', 'ножами', 'нож', 'найвза']"
Massacre,"['резня', 'бойня', 'massacre', 'истребление', 'массовое убийство', 'расправы', 'массовая расправа', 'кровопролития', 'зверское убийство', 'убивают', 'погромов', 'кровавого убийства', 'побоище']"
Michigan,"['мичиган', 'michigan', 'мичиганский', 'мичиганского', 'мичигане', 'мичигана', 'мичиганском', 'мичиганским', 'мичиганом']"
Historians,"['историки', 'историков', 'историками', 'историкам']"
Ruby,"['ruby', 'рубиновый', 'рубин', 'ruby on', 'руби', 'рубиново', 'рубина', 'рубинового', 'рубиновыми', 'рубином', 'рубины']"
Negotiable,"['оборотный', 'оборотных', 'предметом переговоров', 'договорная', 'подлежит обсуждению', 'предметом торга', 'оборотные', 'оборотного', 'договорные', 'подлежащих обсуждению', 'подлежащими обсуждению', 'предмет переговоров', 'договорной']"
Pale,"['бледный', 'pale', 'нежно', 'светлый', 'пале', 'светлоому', 'побледнели', 'тусклой', 'пейла', 'побледнением', 'светлоой', 'меркнут', 'светлоые', 'бледнолицей', 'бледновата', 'светлоая', 'палевыми']"
Prophets,"['пророки', 'пророческого', 'пророков', 'пророками', 'пророкам']"
Responds,"['отвечает', 'реагирует', 'откликается', 'в ответ', 'удовлетворяет', 'реагирования', 'отзывается', 'удовлетворение', 'откликом', 'меры']"
Simpler,"['простой', 'упрощенные', 'несложные', 'проще', 'простые', 'простым', 'упрощенная', 'упрощенный', 'упрощенной']"
Assign,"['назначение', 'уступать', 'распределять', 'переуступать', 'присвоение', 'назначить', 'присвоить', 'поручить', 'возложить', 'выделить', 'отводят', 'отнести', 'приписать', 'возложения']"
Illustration,"['иллюстрация', 'пример', 'рисунок', 'иллюстрирование', 'рисунке', 'иллюстративных', 'иллюстраторов', 'иллюстрирующая', 'иллюстрации', 'иллюстрацией', 'иллюстрацию', 'примером', 'примера', 'примеров', 'иллюстрировании', 'иллюстрированию', 'рисунку', 'иллюстрирования']"
Pulled,"['вытащил', 'потянул', 'достал', 'вытянул', 'провернул', 'наставил', 'натянул', 'втянул', 'дергала', 'затянул', 'затащила', 'нажал', 'запряженной', 'выдернул', 'вырвал', 'стянул', 'вынул', 'дернул', 'стащил', 'подъехал', 'протянуты', 'притянул', 'спустил', 'выхватил', 'подтягивается', 'оттянул', 'вытягиванную', 'втащил', 'съехал', 'вытворял']"
Allocating,"['выделения', 'распределения', 'выделяя', 'распределяя', 'отводить', 'передав', 'средств', 'отведения', 'аллокации', 'выделение', 'распределении', 'выделении', 'распределение', 'выделив', 'выделять', 'выделить', 'выделению', 'распределению', 'распределять', 'распределив', 'распределить']"
Dylan,"['дилан', 'dylan', 'музыкант', 'диллан', 'дилана', 'диланом', 'дилану', 'музыканта']"
Thirty-fifth,"['тридцать пятой', 'тридцать пятая', 'тридцать пятом', 'тридцать пятую']"
Collins,"['коллинс', 'коллинза', 'collins', 'колинс', 'коллинз', 'колинз', 'коллинзов', 'коллинса', 'коллинзу', 'коллинсом', 'коллинзе', 'коллинсу', 'колинза']"
Strings,"['строки', 'струны', 'струнных', 'за ниточки', 'strings', 'нити', 'за веревочки', 'веревки', 'стринги', 'нитки', 'строковые', 'жгутах', 'завязками', 'бечевки', 'гирлянды']"
Bratislava,"['братислава', 'братиславский', 'bratislava', 'братиславе', 'братиславы', 'братиславу', 'братиславского', 'братиславским', 'братиславском']"
Exhibit,"['выставка', 'экспонат', 'выставочный', 'экспозиция', 'проявляют', 'демонстрируют', 'выставляют', 'вещественное доказательство', 'представляют', 'фотовыставка', 'экспонирование', 'выказывал', 'экспозиционные', 'экспонировать']"
Mister,"['мистер', 'господин', 'mister', 'дяденька', 'мистера', 'мистером', 'мистеру', 'господина', 'господину', 'господином']"
Persist,"['упорно', 'по-прежнему', 'настойчиво', 'сохраняются', 'продолжаются', 'существуют', 'сохранении', 'остаются', 'упорствуют', 'попрежнему', 'не изжиты']"
Keith,"['кит', 'кейт', 'keith', 'киф', 'кеит', 'кита', 'китом', 'кейта', 'киту', 'кейтом', 'кейту']"
Laying,"['укладки', 'прокладки', 'закладки', 'устанавливающей', 'заложив', 'лежит', 'возложение', 'предусматривающей', 'прокладывания', 'возложив', 'положив', 'класть', 'прокладывающие', 'закладывание', 'откладывания', 'укладывать', 'укладочные', 'лег', 'выкладывая', 'заложении', 'укладывание', 'накладывания', 'необезвреженных', 'проложить', 'валяются']"
Normalization,"['нормализация', 'нормализации', 'нормирования', 'нормированность', 'нормализовать', 'банализация', 'нормализацию', 'нормализацией', 'нормирование']"
Homer,"['гомер', 'хомер', 'homer', 'гомеровский', 'гомера', 'гомером', 'хомера']"
Mitigate,"['смягчения', 'смягчить', 'уменьшить', 'уменьшения', 'снижения', 'ослабить', 'ослабления', 'сгладить', 'сглаживания', 'минимизации']"
Rider,"['райдер', 'rider', 'наездник', 'велогонщик', 'мотоциклист', 'ездок', 'всадника', 'гонщика', 'водителя', 'велосипедиста', 'седока', 'наездница', 'скейтбордист', 'рейтера']"
Frederick,"['фридрих', 'фредерик', 'frederick', 'фредрик', 'фрэдерик', 'фридриха', 'фредериком', 'фридрихом', 'фридриху', 'фредерика', 'фре́дерик']"
Merit,"['заслуга', 'достоинство', 'merit', 'заслуживать', 'преимущество', 'заслуги', 'заслуживают', 'достоинства', 'преимущества', 'существу', 'почета', 'деле', 'мерит', 'заслуг', 'заслуживает', 'заслугам', 'достоинств', 'заслуживающие', 'преимуществ', 'достоинствах', 'преимуществом', 'существа']"
Convincing,"['убедительные', 'убедить', 'убеждения', 'уговорить', 'уверенную', 'убедительным', 'убедительных', 'убедительными', 'убеждая', 'убедив', 'убеждать', 'убеждении', 'убеждение', 'убеждению', 'уговаривать', 'уверенная']"
Analytics,"['analytics', 'аналитика', 'анализ', 'аналитический', 'аналитические', 'анализа', 'в аналитики', 'analytics сервис', 'аналитики', 'аналитику', 'аналитике', 'аналитических', 'аналитическая', 'анализом', 'анализу']"
Animated,"['анимационный', 'анимированные', 'мультипликационных', 'animated', 'анимирован', 'анимация', 'мультфильма', 'оживлен', 'мультсериала', 'the animated', 'одушевленного', 'воодушевленный', 'одухотворенного', 'оживотворенных']"
Campbell,"['кэмпбелл', 'кемпбелл', 'campbell', 'кэмбелл', 'кембелл', 'кэмпбэлл', 'кэмбэлл', 'кэмпбл', 'кампбелл', 'кэмпбэл', 'кэмбела', 'кемпбэлл']"
Featured,"['фигурирует', 'имел', 'признакам', 'изображен', 'отличено', 'снялся', 'гостям', 'прозвучали', 'оснащенный', 'особенностью', 'саундтреком']"
Precarious,"['нестабильным', 'неустойчивым', 'тяжелых', 'опасных', 'сложной', 'шатким', 'ненадежным', 'непрочным', 'плачевном', 'зыбкой', 'прикаритетный', 'шаткости', 'негарантированная']"
Reliance,"['зависимость', 'опора', 'использование', 'полагаться', 'доверие', 'опираться', 'широкое', 'упование', 'более широкое использование', 'зависимости', 'использования', 'опоры', 'опору', 'зависимостью', 'опорой', 'полагается', 'использованию', 'доверия', 'использовании', 'полагаются', 'опираются', 'опирается', 'опираясь', 'доверием', 'полагаясь', 'доверии']"
Elders,"['старейшины', 'старцев', 'старших', 'пресвитеры', 'престарелых', 'пожилых людей', 'аксакалов', 'старосты', 'элдерс', 'старейшин', 'старейшинами', 'старейшинам', 'старцы', 'старшим', 'старца', 'старшие', 'пресвитеров', 'старцами', 'пресвитерами', 'пожилые люди', 'престарелым', 'пресвитера', 'престарелыми', 'старшими', 'пожилыми людьми', 'аксакалы', 'пожилым людям', 'престарелые', 'старост']"
Frontier,"['frontier', 'граница', 'рубеж', 'границы', 'пограничных', 'приграничных', 'фронтира', 'условий проведения', 'рубежный', 'фронтиер', 'границе', 'границу', 'пограничной', 'пограничного', 'пограничные', 'приграничные', 'приграничной', 'приграничном', 'фронтир', 'рубеже', 'рубежей', 'рубежом', 'фронтире']"
Prestige,"['престиж', 'prestige', 'авторитет', 'престижность', 'престижный', 'престижная', 'престижа', 'престижу', 'престижем', 'авторитета', 'престижности', 'авторитетом', 'престижной', 'престижных', 'престижностью', 'авторитете']"
Publishers,"['издателей', 'издательств', 'publishers', 'паблишеров', 'публикаторы', 'вебмастера', 'веб-мастеров', 'издатели', 'издателями', 'издателям', 'издательства', 'издательствами', 'издательство', 'паблишеры']"
Expectation,"['ожидание', 'надежда', 'ожидать', 'надежду', 'ожидает', 'чаяния', 'ожиданности', 'предвкушении', 'упование', 'ожидания', 'ожиданием', 'ожидании', 'надежде', 'надежды', 'ожидаем', 'ожидают', 'чаяний']"
Refining,"['переработки', 'уточнения', 'совершенствования', 'нефтеперерабатывающей', 'доработки', 'нефтепереработки', 'рафинирование', 'уточнить', 'перерабатывающих', 'совершенствовать', 'рафинации', 'аффинаж', 'доработать', 'перегонка', 'аффинажного', 'облагораживания', 'рефайнинг', 'рафинирующие', 'рафинировки', 'доводке']"
Stake,"['кол', 'ставка', 'пакет', 'долю', 'акций', 'кону', 'костре', 'карту', 'карту поставлено', 'заинтересованы', 'заколоть', 'угрозы', 'коле']"
Blank,"['пустой', 'бланк', 'чистый', 'blank', 'глухой', 'пробел', 'незаполненные', 'заготовки', 'холостые', 'бланковым']"
Configurations,"['конфигурации', 'структур', 'настройки', 'комплектации', 'configuration manager', 'конфигураций', 'конфигурациях', 'конфигурациями', 'структуры', 'структурами', 'настройках', 'настроек', 'структурах', 'настройками', 'комплектациях']"
Patriarch,"['патриарх', 'патриарших', 'праотце', 'патриарха', 'патриархом', 'патриарху', 'патриаршие', 'патриарший', 'патриаршего']"
Interrupted,"['прерван', 'перебил', 'помешал', 'прерывания', 'прерывистых', 'оборвал', 'прервана', 'прервано', 'прерванный', 'перебила', 'помешали', 'помешала', 'прерывание', 'прерывистые', 'перебили', 'прерывистой']"
Wrap,"['обертывание', 'обруч', 'wrap', 'обертка', 'упаковка', 'пленка', 'упаковывать', 'укутывание', 'накидка', 'обертывать', 'обернуть', 'заверните', 'обмотайте', 'укутать', 'заворачиваем', 'намотать', 'накручивайте', 'обмотка', 'перевязать', 'обхват', 'забинтовать', 'оплетки', 'компресс', 'обтекание', 'окутывают', 'обвязочная', 'оборачивания']"
Assumes,"['предполагает', 'принимает', 'исходит', 'полагает', 'берет на себя', 'подразумевается', 'взял', 'предположении', 'предполагают', 'предполагающий', 'принимают', 'предположил', 'исходили', 'принял', 'примет']"
Beth,"['бэт', 'беф', 'бетт', 'бесс', 'бет', 'бэтт', 'бета']"
Analyzed,"['проанализированы', 'анализ', 'проанализировали', 'проанализировал', 'проанализировала', 'анализу', 'анализа', 'анализе']"
Kissed,"['поцеловал', 'целовались', 'поцелуй', 'расцеловал', 'поцеловала', 'целовалась', 'целовался', 'поцеловали', 'целуются', 'поцеловать', 'поцелуя', 'поцелуем', 'поцелуями']"
Weaker,"['слабее', 'более слабых', 'ослабление', 'ослабленный', 'более низкой', 'ниже', 'слабеет', 'ослабевший', 'ослаб', 'слабые', 'слабых', 'более слабые', 'более слабым', 'слабым', 'более слабыми', 'ослабления', 'ослаблением', 'ослаблению', 'низкие', 'более низкими', 'ослабленным']"
Enlarged,"['расширен', 'увеличенные', 'расширенного состава', 'расширение', 'увеличение', 'укрупненных', 'укрупнены', 'расширение членского состава', 'расширенного членского состава', 'увеличенной', 'расширенный', 'расширена', 'увеличенная', 'увеличена', 'расширенного', 'расширения', 'расширению', 'расширением', 'укрупненные', 'состав расширенного', 'увеличения', 'увеличением']"
Comprehensively,"['всесторонне', 'комплексно', 'полностью', 'всеобъемлющий', 'всесторонний', 'комплексный', 'всеобъемлющего', 'всестороннего', 'комплексного', 'полное', 'на основе комплексного подхода', 'всестороннее', 'всеобъемлющей', 'всестороннюю', 'всеобъемлющее', 'комплексное', 'комплексной', 'полного', 'полный', 'полные']"
Explored,"['изучены', 'исследовал', 'рассмотрены', 'разведанные', 'изучения', 'обследовал', 'исследования', 'изыскивала', 'освоить', 'исследовали', 'изучить', 'изучили', 'рассмотрели', 'изучила', 'исследованы', 'исследовала', 'рассмотреть', 'рассмотрен', 'разведанных', 'изучение', 'изучению', 'разведано', 'исследование', 'обследованы', 'разведаны', 'обследовали']"
Conveyor,"['конвейер', 'транспортер', 'транспортера', 'конвейерные', 'транспортерные', 'ленточные', 'транспортировочную', 'ленты', 'конвеерных', 'конвеер', 'конвейера', 'транспортером', 'конвейерной', 'конвейерных', 'конвейерная', 'конвейером', 'конвейере', 'транспортеры', 'транспортерных', 'транспортерными', 'транспортерной']"
Vibrator,"['вибратор', 'снимок', 'стриптиз', 'увеличение', 'оргазм', 'масло', 'дилдо', 'игра', 'танцующие', 'ролевая игра', 'камелтое', 'анальная пробка', 'анальные шарики', 'вибромашина', 'живой']"
Believers,"['верующих', 'верит', 'приверженцы', 'правоверных', 'уверовали', 'верующие', 'верующими', 'верующим', 'верим']"
Reels,"['барабанами', 'катушки', 'reels', 'бобины', 'барабанах', 'барабанов', 'барабаны', 'катушек', 'катушка', 'катушками', 'бобин', 'бобинах']"
Misconduct,"['проступок', 'неправомерных действий', 'неправомерное поведение', 'ненадлежащего поведения', 'нарушениях', 'нарушение дисциплины', 'нарушений норм поведения', 'недостойное поведение', 'противоправных действиях', 'противоправном поведении', 'неподобающем поведении', 'непозволительное поведение', 'ненадлежащие действия', 'неправильные действия']"
Relying,"['полагаясь', 'опираясь', 'основываясь', 'используя', 'зависит', 'рассчитывая', 'доверяющихся', 'уповая', 'полагаться', 'полагающейся', 'полагающаяся', 'опираться', 'опирающиеся', 'опирается', 'использовать', 'использующих', 'зависят', 'основывающаяся', 'основывающейся', 'основывающихся', 'рассчитывать', 'зависящих', 'используют', 'рассчитывает']"
Specializes,"['специализируется', 'специализация', 'специализирующаяся', 'специализирующийся', 'специализирующейся', 'специализацией']"
Struck,"['поразил', 'ударил', 'обрушился', 'удар', 'пробили', 'бил', 'нанес', 'отчеканены', 'разразился', 'подорвался', 'вычеркнуты', 'перечеркнут', 'сраженный', 'чеканил', 'страйк', 'осенило', 'чиркнул', 'ударенные', 'грянувшего', 'ударяемого', 'вонзились']"
Maid,"['горничная', 'служанка', 'дева', 'прислуга', 'мэйд', 'домработница', 'камеристка', 'подружка', 'девица', 'уборщица', 'мейд', 'с горничной', 'уборка', 'домработник']"
