Eng,Rus 
Intraregional,"['внутрирегиональной', 'межрегиональной', 'внутри региона', 'внутрирайонные', 'внутрирегиональных', 'внутрирегионального', 'внутрирегиональная', 'межрегионального', 'межрегиональных', 'межрегиональные', 'внутри регионов']"
Phytosanitary,"['фитосанитарных', 'фитосанитарии', 'фитосанитарные', 'фитосанитарным', 'фитосанитарного', 'фитосанитария']"
Shirley,"['ширли', 'шерли', 'shirley']"
Straightforward,"['простой', 'прямой', 'прямолинейно', 'понятным', 'прямолинейным', 'однозначной', 'несложным', 'незамысловатым', 'прямодушен', 'прямота']"
Anti-terrorism,"['антитеррористических', 'о борьбе с терроризмом', 'контртеррористических', 'антитеррористического', 'антитеррористические', 'антитеррористической', 'контртеррористические', 'контртеррористической', 'контртеррористическим']"
Elsa,"['эльза', 'elsa', 'эльса', 'нина леонидовна', 'элсы', 'элза', 'эльзы', 'эльзу', 'эльзой', 'элса']"
Gratis,"['безвозмездно предоставляемого', 'предоставляемого на безвозмездной основе', 'безвозмездной', 'категории', 'безвозмездно предоставляемый', 'безвозмездно предоставляемом', 'безвозмездно предоставляемым', 'предоставляемый на безвозмездной основе', 'предоставленных на безвозмездной основе', 'предоставляемом на безвозмездной основе', 'безвозмездный']"
Rude,"['rude', 'грубиян', 'неприлично', 'грубым', 'невежливо', 'невоспитанные', 'хамить', 'грубоватые', 'грубить', 'некультурно', 'некрасиво', 'рудом', 'бестактно', 'невежей']"
Sketches,"['эскизы', 'наброски', 'зарисовки', 'скетчи', 'рисунки', 'этюды', 'очерки', 'СТЭМ', 'сценки', 'фотороботы', 'обрисована']"
Annotations,"['аннотации', 'пояснения', 'аннотациях', 'аннотаций', 'аннотациями', 'пояснениях', 'пояснений', 'пояснениями']"
Flashes,"['мигает', 'вспышки', 'мигание', 'вспыхивает', 'проблесков', 'флэшей', 'моргает', 'мелькает', 'флешки', 'сверкает', 'отблеском', 'мигнет', 'всполохами', 'проносится', 'озарением']"
Hart,"['харт', 'hart', 'харта', 'хартом', 'харту']"
Pill,"['таблетка', 'пилюля', 'pill', 'лекарство', 'таблетки', 'пилюльки', 'противозачаточных', 'таблеточных', 'таблеточка', 'снотворное', 'таблетку', 'таблеток', 'пилюлю', 'пилюли', 'пилюлька', 'пилюлей', 'противозачаточные', 'лекарства']"
Grande,"['grande', 'гранд', 'большой', 'гранде', 'ариана', 'большая', 'большого', 'большом']"
Looting,"['грабежи', 'разграбление', 'мародерство', 'грабили', 'расхищения', 'мародерствовать', 'разграбляя', 'мародерами', 'похищено', 'расхищали']"
Margins,"['полях', 'маржи', 'рамках', 'кулуарах', 'окраинах', 'наценки', 'обочине', 'прибыль', 'периферии', 'задворках', 'пределы', 'рентабельности', 'разница', 'маржинальные', 'прибыльность', 'отступы', 'маржинальность', 'запасы', 'размером']"
Naomi,"['наоми', 'ноеминь', 'найоми', 'naomi', 'номи', 'ќаоми', 'ноеми́нь']"
Temptation,"['искушение', 'соблазн', 'temptation', 'заманчивость', 'темптэйшн', 'искушения', 'соблазна', 'искушению', 'соблазну', 'искушением', 'соблазном']"
Trails,"['тропы', 'трассы', 'маршруты', 'следы', 'дорожки', 'тропинки', 'пути', 'трейлам', 'лыжня', 'тропки', 'шлейфы']"
Trolley,"['тележка', 'троллейбус', 'вагонетка', 'троллейный', 'вагонетки', 'троллейбусных', 'каретки', 'дрезину', 'токосниматель', 'токоприемника', 'тележки', 'тележке', 'тележку', 'троллейбуса', 'троллейбусы', 'вагонетку', 'троллейбусов', 'троллейной', 'вагонетке', 'троллейбусные']"
Uniformity,"['единообразие', 'однородность', 'равномерность', 'единство', 'однообразие', 'единообразного', 'унификации', 'гомогенность', 'однотипность', 'единообразности']"
Mergers,"['слияния', 'объединения', 'поглощений', 'слияний', 'слияниях', 'слияние', 'объединений', 'объединение']"
Span,"['продолжительность', 'пролет', 'промежуток', 'период', 'span', 'пядь', 'размах', 'калибровочный', 'срок', 'спан', 'поверочного', 'охватывают', 'тарирования', 'пролетных', 'двускатной']"
Unlawfully,"['незаконно', 'противозаконно', 'неправомерно', 'незаконным образом', 'нарушение', 'неправомерный']"
Digits,"['цифры', 'знаков', 'числа', 'номер', 'значный', 'телефончик', 'цыфры', 'цифр', 'цифрами', 'знака', 'цифра', 'знаки', 'чисел', 'числами', 'знаками']"
Veneer,"['шпон', 'облицовкой', 'фанерой', 'шпонированного', 'лощат', 'винир', 'лоск', 'фанерного', 'венер', 'шпоновых']"
Duplex,"['дуплекс', 'duplex', 'двухэтажный', 'дуплексный', 'двухуровневый', 'дюплекс', 'дуплексной', 'двухуровневые', 'квартира', 'двухшпиндельное', 'дуплексы', 'двухуровневая', 'дуплексные', 'дуплексная', 'дуплекса', 'двухэтажная', 'двухуровневых', 'двухэтажные', 'двухэтажных', 'дуплексов']"
Hugh,"['хью', 'гуго', 'hugh']"
Tindouf,"['тиндуф', 'тиндуфа', 'тиндуфских', 'тиндуфе', 'тиндуфом', 'тиндуфские']"
Johann,"['иоганн', 'йоханн', 'johann', 'йоганн', 'иоханн', 'иоганна', 'иоганном', 'иоганну', 'йоханна', 'йоханном', 'йоганна']"
Teens,"['teens', 'подростки', 'тинейджеры', 'подростковом возрасте', 'тинэйджеров', 'подростков', 'подросткам', 'подростками', 'подросткового возраста']"
Assertion,"['утверждение', 'заявление', 'о том', 'содержащееся', 'утверждения', 'утверждением', 'утверждению', 'заявления', 'заявлением', 'заявлениям']"
Baptist,"['креститель', 'предтеча', 'баптистский', 'баптист', 'батист', 'баптистской', 'крестителя', 'баптистов', 'предтечи', 'баптиских', 'баптиской', 'баптистская', 'баптистских', 'баптисты', 'крестителю', 'крестителем', 'баптиста', 'предтечей', 'баптискую', 'батиста']"
Belongings,"['вещи', 'имущество', 'пожитки', 'скарб', 'принадлежащее', 'вещей', 'имущества', 'вещами', 'вещах', 'имуществу', 'имуществом']"
Dale,"['дейл', 'дэйл', 'dale', 'дол', 'эсгарот', 'дейла', 'дэйла', 'дейлом', 'дейлу', 'дэйлом', 'дэйлу', 'дола']"
Phase-out,"['поэтапный вывод', 'поэтапного отказа', 'поэтапной ликвидации', 'поэтапного прекращения', 'постепенного отказа', 'постепенное прекращение', 'поэтапного сокращения', 'постепенной ликвидации', 'постепенный вывод', 'поэтапного свертывания', 'постепенное свертывание', 'прекращению производства']"
Philharmonic,"['филармонический', 'филармония', 'philharmonic', 'филармонического', 'филармонии', 'филармоник', 'шнитке', 'филармоническим', 'филармонических', 'филармонию', 'филармонией']"
Bamako,"['бамако', 'бамакской', 'бомако', 'бамакская', 'бамакскую', 'бамакского']"
Breasts,"['грудь', 'грудки', 'бюстом', 'молочных желез', 'сосцы', 'молочные железы', 'грудных желез', 'грудинки', 'груди', 'грудью', 'грудей', 'грудок', 'грудка', 'бюст', 'молочными железами', 'молочных железах', 'сосцов']"
Devising,"['разработке', 'разработать', 'выработке', 'вырабатывать', 'изобретая', 'придумал', 'разработки', 'разработка', 'разработку', 'выработки', 'разрабатывая', 'разрабатывать', 'выработку', 'выработка', 'разработав']"
Diagnosed,"['диагностирован', 'поставлен диагноз', 'диагнозом', 'выявленных', 'обнаружен', 'диагностика', 'диагностирования', 'диагностирована', 'диагностированных', 'диагностированы', 'диагноз', 'выявлен', 'поставили диагноз', 'выявлено', 'поставил диагноз', 'выявленным', 'обнаружена', 'диагноза', 'диагностике', 'диагностики', 'обнаружено', 'диагнозов']"
Juicy,"['сочный', 'juicy', 'сочные', 'пикантные', 'джуси', 'сочно', 'сочная', 'сочных', 'пикантной', 'пикантных', 'пикантное']"
Nike,"['nike', 'найк', 'adidas nmd женские', 'найка', 'найки']"
Pam,"['пэм', 'pam', 'пем', 'пам']"
Populated,"['населенных', 'густонаселенных', 'заселена', 'заполнен', 'население', 'насыщенная', 'район', 'населенные', 'населенном', 'населенным', 'заселен', 'густонаселенный', 'заселены', 'заселенные', 'густонаселенным', 'заполнены', 'густонаселенном', 'заполнена', 'населением']"
Stevens,"['стивенс', 'stevens', 'стевенс', 'стивенза', 'стивенса', 'стивенсом', 'стивенсу', 'стивенз']"
Counselor,"['советник', 'адвокат', 'консультант', 'психолог', 'вожатый', 'советчик', 'вожатой', 'советником', 'консультантом', 'консультанта', 'советника', 'консультанту', 'психологом', 'советнику', 'адвокатом', 'адвоката', 'психолога', 'вожатым', 'советчиком', 'психологу', 'советчика', 'вожатого', 'вожатая']"
Fragmented,"['фрагментированной', 'раздробленной', 'фрагментарный', 'разрозненных', 'разобщены', 'раздробленность', 'фрагментации', 'фрагментарности', 'фрагменты', 'фрагментированностью', 'разрозненности', 'носит фрагментарный характер', 'разрознены', 'отрывочной', 'дезинтегрированной', 'дробления', 'разобщенности', 'носила фрагментированный характер', 'носят разрозненный характер']"
Hudson,"['хадсон', 'гудзон', 'hudson', 'гудзонский', 'гудзоновский', 'хадсонском', 'хадсона', 'гудзоне', 'гудзона', 'хадсоном', 'хадсону', 'гудзонского', 'гудзонском', 'гудзонской', 'гудзону']"
Wonders,"['чудеса', 'задается вопросом', 'удивляется', 'wonders', 'интересуется', 'спрашивает', 'интересно', 'знамения', 'гадает', 'недоумевает', 'хотела бы знать', 'возникает вопрос', 'диковины']"
Deutsche,"['deutsche', 'deutsche bank', 'немецких', 'дойче', 'компанией deutsche', 'немецкой', 'немецкая', 'немецкого']"
Europeans,"['европейцы', 'европы', 'европейских', 'европейцев', 'европейцами', 'европейцам', 'европа', 'европу', 'европе', 'европейские']"
Jericho,"['иерихон', 'джерико', 'jericho', 'джерихо', 'иерихона', 'иерихонской', 'иерехоне', 'джеричо', 'иерихоне', 'иерихоном', 'иерихонских', 'иерихонское']"
Premiere,"['премьера', 'premiere', 'премьерный', 'первый', 'в премьера', 'премьеры', 'премьеру', 'премьере', 'премьерных', 'премьерном', 'премьерные', 'первую']"
Stabilized,"['стабилизированный', 'стабилизации', 'стабилизовались', 'стабилизированной', 'стабилизированные', 'стабилизированных', 'стабилизация', 'стабилизацию', 'стабилизацией']"
Surround,"['surround', 'окружают', 'объемного', 'окружения', 'обступают', 'сурраунд', 'тыловые', 'окаймляют', 'окантовка', 'окутывают', 'обрамление', 'опоясывают']"
Umoja,"['умоджа', 'проекта', 'системы', 'в базовой конфигурации', 'умоджу']"
Curtis,"['кертис', 'куртис', 'curtis', 'кертисовском', 'кэртис', 'кертиса', 'кертисом', 'кертису', 'куртиса', 'кертисовский', 'куртисом']"
Frankfurt,"['франкфурт', 'frankfurt', 'франкфуртский', 'франкфуртской', 'франкфурта', 'франкфурте', 'франкфуртском', 'франкфуртского', 'франкфуртом']"
Niece,"['племянница', 'племяница', 'племяшка', 'нница', 'племянницей', 'племянницу', 'племянницы']"
Pregnancies,"['беременности', 'беременных', 'забеременевшие', 'беременность', 'беременностей', 'беременностью']"
Repressive,"['репрессивных', 'репрессий', 'карательных', 'репрессивные', 'репрессивной', 'репрессивного', 'карательные', 'репрессии']"
Washed,"['промывают', 'вымыты', 'мыл', 'помыла', 'постирала', 'умылся', 'моющиеся', 'смыл', 'выстирал', 'стирке', 'отмывали', 'промывка', 'обмытое', 'мойке', 'мытого', 'захлестнула', 'мытье', 'купала', 'перемыла']"
Acquitted,"['оправдан', 'сняты', 'признан невиновным', 'освобожден', 'оправдания', 'оправдательные', 'оправданы', 'оправдал', 'оправдано', 'снял', 'признаны невиновными', 'снято', 'признана невиновной', 'признанные невиновными', 'оправдательный']"
Evolved,"['развивались', 'эволюционировали', 'превратилась', 'evolved', 'развитие', 'изменилась', 'сформировался', 'эволюция', 'формировалась', 'эволюционных', 'видоизменилось', 'трансформировалось', 'претерпели изменения', 'эволюционированные', 'переросли']"
Melody,"['мелодия', 'melody', 'мэлоди', 'музыка', 'мелодичность', 'мелоди', 'мелодику', 'мелодической', 'мелодизм', 'мелодию', 'мелодии', 'мелодией', 'музыку', 'мелодичности', 'мелодичностью', 'музыки', 'мелодика']"
Pathological,"['патологических', 'патологии', 'патологоанатомической', 'патоморфологические', 'паталогическая', 'патологично', 'патологические', 'патологического', 'патологической', 'патология', 'патологией', 'патологоанатомических']"
Persists,"['сохраняется', 'продолжается', 'остается', 'упорствует', 'сохранением', 'упорно', 'существует', 'по-прежнему', 'попрежнему', 'настойчиво', 'не изжиты']"
Attachments,"['вложения', 'приложения', 'насадки', 'привязанности', 'принадлежностях', 'приспособления', 'навесное оборудование', 'крепления', 'навесного оборудования', 'приставки', 'автоприцепов', 'аттачменов']"
Excitement,"['волнение', 'азарт', 'возбуждение', 'восторг', 'ажиотаж', 'ободрение', 'воодушевлением', 'взволнованность', 'перевозбуждение', 'упоение', 'волнительное', 'увлекательность']"
Exemplary,"['примерный', 'образцовый', 'пример', 'образцовое', 'достойные подражания', 'показательные', 'примером', 'образцом', 'штрафные', 'образцовой', 'образцовую', 'примерное', 'примерным', 'примерного', 'показательных', 'достойное подражания', 'показательным', 'достойной подражания', 'достойный подражания', 'показательными', 'штрафных', 'примеры', 'образец']"
Formalities,"['формальности', 'процедуры', 'оформление', 'формальной', 'формальностей', 'формальностях', 'формальностями', 'процедур', 'оформления', 'процедура', 'процедурах', 'формальные']"
Reactive,"['реакционноспособный', 'реактивной', 'химически активному', 'активных форм', 'реагирующих', 'реагирования', 'ответных', 'реакционной', 'реагентному', 'реактивность']"
Theology,"['богословие', 'теология', 'теологический', 'теологии', 'богословского', 'теологию', 'богословия', 'богословии', 'богословию', 'теологией', 'теологических', 'теологического', 'богословские', 'богословский']"
T-shirts,"['футболки', 'майки', 'маечки', 'футболок', 'футболках', 'футболками', 'маек', 'майках']"
Intestinal,"['кишечных', 'кишечника', 'интестинальные', 'кишечной', 'кишечные', 'кишечного', 'кишечнике', 'кишечник']"
Punch,"['удар', 'пунш', 'punch', 'бить', 'панч', 'врезать', 'пробойник', 'пробивной', 'перфоратор', 'ударить', 'пробить', 'пуансона', 'кернера', 'вмажь', 'пробивки', 'перфорации', 'двинуть', 'лупить', 'кулаками', 'стукнуть', 'штамповки', 'дырокол', 'перфорирования', 'прокомпостирую', 'крейцмейсель', 'штамповочные', 'пинать', 'вдарить']"
Thyroid,"['щитовидной железы', 'тиреоидных', 'тиреоида', 'щитовидки', 'тироидной', 'тиреотоксический', 'щитовидная железа', 'щитовидной железе', 'тиреоидной', 'тиреоидного', 'щитовидную железу', 'щитовидку', 'тиреоид', 'тиреоидные', 'щитовидка', 'тироидных', 'тироидную']"
Computational,"['вычислительной', 'расчетной', 'компьютерной', 'вычислений', 'расчета', 'вычислительных', 'вычислительные', 'вычислительная', 'расчетных', 'расчетные', 'компьютерного', 'компьютерных', 'расчетов', 'расчетная', 'компьютерное', 'вычисления']"
Polygamy,"['полигамия', 'многоженство', 'многобрачие', 'полигамные браки', 'полигамии', 'полигамию', 'многоженства', 'многоженством', 'полигамией', 'многоженстве', 'полигамных браков', 'полигамный брак']"
Broadcasts,"['трансляции', 'передачи', 'вещание', 'транслирует', 'вещает', 'передает', 'радиопередач', 'эфир', 'выходит', 'радиовещание', 'широковещательные', 'телепередачи', 'телевещания', 'шифровки']"
Kherson,"['херсон', 'херсонский', 'херсонская', 'херсонщины', 'херсонской', 'херсоне', 'херсона', 'херсонского', 'херсонщине', 'херсоном', 'херсонщина']"
Pushing,"['толкая', 'подталкивая', 'нажатием', 'нажав', 'толкания', 'давить', 'тужиться', 'проталкивая', 'продвигать', 'раздвигая', 'оттеснив', 'выталкивая', 'отталкивая', 'толкнув', 'отодвинув', 'вытесняет', 'толчки', 'сталкивая', 'подталкивании', 'надавливая', 'отбросив', 'выталкивание', 'напирать', 'передвигать', 'вытеснению', 'катить', 'пододвигания', 'подвинув', 'сдвинуть', 'прижав', 'сталкивания', 'проталкивания', 'ввергнув', 'загонять', 'толкателем', 'катать', 'продавливанием']"
Mold,"['плесень', 'mold', 'слепок', 'формы', 'прессформы', 'плесневых', 'грибка', 'кристаллизаторе', 'молд', 'лепить', 'литейных', 'формования', 'формовать', 'формочка', 'формовки']"
Attorneys,"['адвокатов', 'юристы', 'прокуроров', 'поверенных', 'адвокатские', 'атторнеев', 'адвокаты', 'адвокатами', 'адвокатам', 'юристов', 'поверенные', 'прокуроры', 'поверенными', 'юристами', 'адвокатских', 'прокурора', 'атторнеи', 'юристам', 'прокурорами', 'адвокатской', 'поверенным', 'адвокатского', 'атторнеями']"
Fulfill,"['выполнять', 'соответствовать', 'исполнять', 'отвечать', 'осуществлять', 'удовлетворять', 'выполнить', 'исполнить', 'удовлетворяют', 'осуществить', 'отвечают', 'выполнения', 'исполнения', 'выполняют', 'выполняем', 'соответствуют', 'удовлетворить', 'исполни', 'исполняют', 'выполнение', 'соответствует', 'осуществляет', 'осуществит']"
Liz,"['liz', 'лиза', 'лиз', 'лизы']"
Madness,"['безумие', 'madness', 'сумасшествие', 'безумство', 'помешательство', 'беснование', 'безумия', 'безумием', 'безумии', 'сумасшествия', 'безумства', 'сумасшествии', 'безумстве', 'сумасшествием', 'безумств']"
Beats,"['ударов', 'beats', 'бьет', 'бьется', 'ритмы', 'избивает', 'побеждает', 'сравнится', 'обыграл', 'побил', 'уд', 'обойдет', 'битами', 'опережает', 'биения', 'такта', 'стучит', 'битс', 'обогнал', 'стук', 'взбивает', 'перебивает', 'отбивает']"
Full-scale,"['полномасштабной', 'натурных', 'полноценной', 'широкомасштабную', 'полным', 'полноразмерных', 'полномасштабного', 'полномасштабные', 'полномасштабное', 'натурные', 'полноценную', 'полноценного', 'полноценный', 'натурного', 'широкомасштабные', 'натурный', 'широкомасштабного', 'широкомасштабное', 'полная']"
Harmless,"['безобидный', 'безопасный', 'безвредный', 'безвредные', 'неопасен', 'невредный', 'безобидные', 'безвредны', 'безобидным', 'безвредным', 'безобидное', 'безопасен', 'безопасны', 'безопасным', 'неопасны', 'неопасную', 'неопасный']"
Shorts,"['шорты', 'короткометражных', 'трусы', 'короткометражки', 'короткие', 'шортики', 'коротышка', 'портки', 'шортах', 'шортами', 'шорт', 'трусах', 'короткометражные', 'коротких', 'шортиках', 'короткометражек', 'шортиков', 'короткое', 'короткометражного', 'короткометражная']"
Elbow,"['локоть', 'колено', 'elbow', 'локтевой', 'элбоу', 'локтевые', 'налокотники', 'угольник', 'коленчатых', 'элби', 'локтя', 'локтем', 'локте', 'локтевого', 'локтевых', 'колена', 'колен']"
Entitlement,"['право', 'пособие', 'выплаты', 'праве на получение пособий', 'правомочия', 'получения', 'причитающейся', 'льготы', 'правоустанавливающий', 'право на получение надбавки']"
Epidemics,"['эпидемии', 'эпидемическими', 'эпидемий', 'эпидемиями', 'эпидемией', 'эпидемических', 'эпидемические']"
Mosul,"['мосул', 'мосульской', 'чамчамале', 'город', 'мосулского', 'мосула', 'мосуле', 'мосулом', 'мосульского', 'мосульская', 'мосульский']"
Pathetic,"['патетический', 'убого', 'жалкая', 'трогательно', 'патетичен', 'пафосно', 'убожество', 'душераздирающей', 'патетика', 'жалостная']"
Reynolds,"['рейнольдс', 'рейнолдс', 'рэйнольдс', 'reynolds', 'ренолдс', 'рэйнолдс', 'рейнольдса', 'рейнольдсом', 'рейнолдса', 'рейнольдсу', 'рейнолдсом', 'рэйнольдса', 'рэйнольдсу', 'ренолдса', 'рейнолдсу', 'рэйнольдсом']"
Thrown,"['брошены', 'выброшены', 'отброшены', 'сброшены', 'заброшен', 'подброшено', 'выкинутые', 'переброшен', 'перекинут', 'устраивал', 'забрасыванию', 'вброшен', 'метательное', 'наброшенный', 'закинули', 'разбросанные', 'сбрасывали', 'броске', 'бросание', 'швыряли', 'забрасывали', 'швырнули', 'откинута', 'плеснули', 'вышвырнули']"
Vineyards,"['виноградники', 'виноградные', 'винодельни', 'виноградарстве', 'виноградников', 'виноградниками', 'виноградниках']"
Cannon,"['кэннон', 'cannon', 'пушечный', 'орудие', 'кеннон', 'орудийный', 'пушки', 'пушке', 'кэнон', 'карамболь', 'каннон', 'кенон']"
Citrus,"['цитрусовый', 'citrus', 'цитрус', 'цитрусовых', 'цитрусовые', 'цитрусовыми', 'цитруса', 'цитрусов', 'цитрусы']"
Exploit,"['использовать', 'эксплуатировать', 'эксплойт', 'воспользоваться', 'подвиг', 'использование', 'эксплуатируют', 'использования', 'эксплуатации', 'эксплоит', 'спекулировать', 'используют', 'эксплуатирует', 'эксплуатирующих', 'эксплуатацию', 'эксплойта', 'использованию', 'использует', 'использовали', 'подвигом', 'подвига', 'эксплуатацией', 'эксплойтам', 'использовании', 'эксплуатация']"
Killers,"['убийцы', 'killers', 'уничтожители', 'киллеры', 'убийц', 'убийцами', 'убийцам', 'киллеров', 'киллерами', 'уничтожителей']"
Poisoned,"['отравил', 'травили', 'яд', 'отравление', 'ядовитые', 'отравы', 'отравлен', 'отравила', 'отравили', 'травила', 'травил', 'ядом', 'отравления', 'травить']"
Strife,"['беспорядков', 'конфликтов', 'раздоры', 'волнения', 'вражды', 'борьбы', 'распрей', 'розни', 'войны', 'столкновений', 'ссоры', 'междоусобицы', 'противоборства', 'любопрению', 'усобиц']"
Vein,"['вена', 'венозный', 'вены', 'связи', 'ключе', 'духе', 'жилу', 'жилка', 'образом', 'жильного', 'вен', 'вену', 'венозной', 'венозных']"
Commendable,"['похвальный', 'похвальные', 'достойные похвалы', 'заслуживающие высокой оценки', 'заслуживающие одобрения', 'достойные высокой оценки', 'достойные одобрения', 'заслуживающие похвалы', 'заслуживают положительной оценки', 'оценку', 'похвальную', 'похвальных', 'заслуживающую высокой оценки', 'заслуживают высокой оценки', 'заслуживающих одобрения', 'достойную высокой оценки', 'достойную похвалы', 'заслуживающий одобрения', 'достойную одобрения', 'заслуживающую одобрения', 'заслуживающую похвалы', 'достойный одобрения', 'достойно похвалы', 'достойны похвалы', 'заслуживающих высокой оценки', 'заслуживает похвалы', 'заслуживающим похвалы', 'достойным высокой оценки', 'достойны высокой оценки', 'достойно одобрения']"
Negotiate,"['вести переговоры', 'согласовывать', 'обговаривать', 'договориться', 'провести переговоры', 'ведения переговоров', 'проведение переговоров', 'торговаться', 'переговорному согласованию', 'для переговоров']"
Palmer,"['палмер', 'palmer', 'пальмер', 'палмера', 'палмером', 'палмеру', 'пальмера']"
Pixel,"['pixel', 'пиксельный', 'пикселей', 'пиксельные', 'точки', 'пиксель', 'пикселя', 'пиксельных', 'пиксельной', 'пикселе']"
Pneumonia,"['пневмония', 'пневмонии', 'воспаление легких', 'бронхопневмонии', 'пневмонией', 'пневмонию', 'воспаления легких', 'воспалении легких', 'воспалением легких']"
Lifts,"['подъемников', 'лифты', 'поднимает', 'отменяет', 'снимает', 'подтяжка', 'подтягивает', 'возносит', 'автоподъемники', 'погрузчиков', 'рассеивается']"
Scandinavian,"['скандинавский', 'scandinavian', 'скандинавских', 'скандинавии', 'по-скандинавски', 'скандинавские', 'скандинавского']"
Similarities,"['сходство', 'схожесть', 'общего', 'сходные черты', 'общие черты', 'схожие черты', 'похож', 'подобия', 'похожесть', 'сходства', 'сходств', 'схожести', 'сходных черт', 'общих черт', 'сходствах', 'общее', 'похожи', 'схожих черт', 'схожестью', 'похожа', 'общих чертах', 'похожего']"
Substrate,"['субстрат', 'основание', 'подложка', 'сырье', 'подложки', 'сырья', 'субстратным', 'поверхности', 'материал', 'субстрата', 'подложке', 'подложку', 'субстратом', 'субстрате', 'основания', 'субстратной', 'субстратных', 'основании', 'основанием', 'поверхность', 'поверхностью', 'субстратные']"
Youths,"['молодежи', 'молодых людей', 'юношей', 'подростков', 'молодежными', 'юнцы', 'молодежь', 'молодые люди', 'молодежью', 'юноши', 'подростки', 'молодыми людьми', 'молодым людям', 'подростками', 'юношами', 'подросткам', 'юношам']"
Bracelets,"['браслеты', 'браслетов', 'браслет', 'браслета']"
Malfunction,"['сбой', 'неисправности', 'неполадки', 'неправильной работы', 'поломке', 'несрабатывания', 'неисправен', 'нарушение работы', 'нарушение функционирования', 'некорректной работе']"
Waterfall,"['водопад', 'waterfall', 'вотерфолл', 'каскадная', 'водопада', 'водопадом', 'водопаду']"
Confined,"['замкнутых', 'ограничены', 'ограниченном', 'прикован', 'сводиться', 'стесненных', 'пределах', 'заточен', 'замкнутые', 'ограничена', 'ограничено', 'замкнутом', 'замкнутыми', 'ограниченных', 'ограничен', 'ограниченное', 'прикована', 'прикованы', 'прикованной', 'сводится']"
Feminine,"['женственный', 'женский', 'женственно', 'женской', 'женщин', 'феминных', 'по-женски', 'фемининным', 'женоподобная', 'женская', 'женские', 'женственной', 'женственная', 'женственные', 'женщины', 'женщиной']"
Glucose,"['глюкоза', 'глюкозный', 'глюкозы', 'сахара', 'уровень сахара', 'гликемии', 'глюкозу', 'глюкозой', 'глюкозным', 'глюкозных', 'глюкозная', 'сахар', 'уровня сахара']"
Hourly,"['почасовой', 'hourly', 'ежечасно', 'каждый час', 'ежечасные', 'среднечасовая', 'почасовые ставки оплаты', 'почасовой оплаты труда', 'почасовая', 'почасовые', 'почасовых', 'ежечасных', 'ежечасной', 'ежечасное']"
Limestone,"['известняк', 'лаймстоун', 'известняка', 'известняковых', 'плитняковое', 'известковыми', 'извести', 'из плитняка', 'ракушечника', 'известняковые', 'известняком', 'известняков', 'известняковой', 'известняковыми', 'известь']"
Lip,"['lip', 'губ', 'лип', 'манжетное', 'губные', 'уст', 'липом', 'губки', 'рот', 'помада']"
Tear,"['слезоточивый', 'разрыв', 'tear', 'рвать', 'разнести', 'слезы', 'оторвать', 'порвать', 'слезной', 'слезинки', 'разодрать', 'вырвать', 'срывают', 'износу', 'снести', 'терзать', 'теар', 'содрать', 'прорехи']"
Vice-chairperson,"['заместитель председателя', 'заместителя председателя', 'заместителем председателя', 'заместителю председателя']"
Collectors,"['коллекционеров', 'коллекторы', 'сборщики', 'собиратели', 'регистраторы', 'коллекционные', 'коллекционирования', 'теплоуловители', 'инкассаторов', 'коллекционеры', 'коллекторов', 'коллекционерами', 'коллекционерам', 'сборщиков', 'коллекторами', 'сборщикам', 'собирателей', 'коллектору', 'сборщиками', 'коллекционное', 'собирателями', 'коллекционного', 'регистраторами', 'коллекционных', 'регистраторов']"
Sammy,"['сэмми', 'самми', 'семми', 'сэми']"
Delhi,"['дели', 'delhi', 'делийской', 'делийская', 'делийскую', 'делийского']"
Dolls,"['куклы', 'куколки', 'dolls', 'кукольный', 'матрешек', 'кукл', 'кукол', 'куклами', 'куколок', 'куклам', 'матрешки', 'куколкам', 'кукольного']"
Juices,"['соки', 'соков', 'соками', 'сок']"
Laurent,"['лоран', 'laurent', 'лорен', 'лаурент', 'лорана', 'лораном', 'лорану', 'лореном']"
Attained,"['достигнуты', 'получил', 'добилась', 'обрел', 'достижения', 'достигнута', 'достигнуто', 'достигнут', 'получила', 'получили', 'добиться', 'добились', 'добился', 'получило', 'обрела', 'достижение', 'обрело', 'обрели']"
Drone,"['дрон', 'беспилотник', 'дронов', 'drone', 'беспилотный', 'трутень', 'гул', 'беспилотных летательных аппаратов', 'БПЛА', 'БЛА', 'трутневое', 'дроун', 'дроне', 'аппарат', 'квадрокоптеров']"
Maximizing,"['максимизации', 'максимального', 'максимизируя', 'максимально', 'максимально увеличивать', 'увеличение', 'обеспечить в максимальной степени', 'повышая', 'позволит добиться максимальной', 'максимально эффективного использования', 'в целях максимального увеличения', 'максимализация', 'в целях обеспечения максимальной', 'в целях получения максимальных', 'максимизирование', 'максимального повышения степени', 'обеспечение максимальной отдачи', 'обеспечения получения максимальной']"
Qualitatively,"['качественно', 'качество', 'в качественном', 'в качественном отношении', 'с качественной точки зрения', 'качества']"
Tomsk,"['томский', 'томской', 'хубли', 'ТГУ', 'томского', 'томская']"
Afforded,"['предоставляемой', 'обеспечиваемой', 'позволило', 'может', 'предоставлена', 'предоставлены', 'предоставляемых', 'обеспечивает', 'обеспечиваемая', 'обеспечивают', 'позволяет', 'позволили', 'позволила']"
